Unique Form ID,Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
1834,T411,Land Registration Objection to an Application to the Tribunal to Rectify or Set Aside Document(s),HMCTS,Form,English,07/2013,t411-eng.doc,DOC,Formfinder,Land Registration (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,T412,A short guide for users,HMCTS,Guidance,English,07/2013,t412-eng.pdf,PDF,Formfinder,Land Registration (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,T415,Information on challenging decisions in Land Registration Cases,HMCTS,Leaflet,English,03/2014,t415-eng.pdf,PDF,Formfinder,Land Registration (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,T420,Making a claim to an Employment Tribunal,HMCTS,Leaflet,English,07/2017,t420-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,"c(""et1"", ""ch41"", ""ch4"", ""ch1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,T420,Gwneud hawliad i Dribiwnlys Cyflogaeth,HMCTS,Form,Welsh,03/2015,t420-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""ex160a"", ""et1"", ""ch41"", ""ch4"", ""ch1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,T421,Your claim - what next,HMCTS,Leaflet,English,08/2017,t421-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,"c(""t424"", ""ex343"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,T421,Eich hawliad - beth nesaf,HMCTS,Form,Welsh,03/2015,t421-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,ex343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,T422,Responding to a claim to an Employment Tribunal,HMCTS,Leaflet,English,08/2017,t422-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,"c(""ex343"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,T422,Ymateb i hawliad i Dribiwnlys Cyflogaeth,HMCTS,Form,Welsh,05/2014,t422-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""lwfansau"", ""ex343"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,T423,Responding to a claim to an Employment Tribunal (Details of a hearing to be sent),HMCTS,Leaflet,English,08/2017,t423-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,"c(""ex343"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,T423,Ymateb i hawliad i Dribiwnlys Cyflogaeth (Manylion gwrandawiad I'w hanfon),HMCTS,Form,Welsh,03/2015,t423-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""ex343"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,T424,The hearing - guidance for claimants,HMCTS,Guidance,English,08/2017,t424-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,ex343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,T424,Y gwrandawiad - cyfarwyddyd i hawlwyr,HMCTS,Form,Welsh,03/2015,t424-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""lwfansau"", ""ex343"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,T425,The hearing - guidance for claimants and respondents,HMCTS,Guidance,English,08/2017,t425-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,T425,Y gwrandawiad - cyfarwyddyd i hawlwyr ac atebwyr,HMCTS,Form,Welsh,03/2015,t425-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""lwfansau"", ""ex160a"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,T426,The judgment,HMCTS,Leaflet,English,08/2017,t426-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,"c(""t440"", ""ex727"", ""ex328"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,T426,Y dyfarniad,HMCTS,Form,Welsh,03/2015,t426-cym.pdf,PDF,Formfinder,Tribiwnlys cyflogaeth,NA,NA,"c(""ex727"", ""ex328"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,T434,Expenses and allowances payable to parties and witnesses attending an Employment Tribunal,HMCTS,Leaflet,English,08/2013,t434-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,T439,Declaration from a party/witness who is self employed and claiming loss of earnings,HMCTS,Form,English,08/2013,t439-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,tsf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,T440,I Want to appeal to the Employment Appeal Tribunal,HMCTS,Leaflet,English,08/2017,t440-eng.pdf,PDF,Formfinder,Employment Appeal Tribunal,NA,NA,"c(""et3"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,T443,Appeal from decision of Employment Tribunal - Appellant's reply to cross appeal,HMCTS,Form,English,07/2013,t443-eng.pdf,PDF,Formfinder,Employment Appeal Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,T444,Notice of Appeal From Decision of Employment Tribunal,HMCTS,Form,English,07/2013,t444-eng.pdf,PDF,Formfinder,Employment Appeal Tribunal,NA,NA,"c(""et3"", ""et1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,T445,Appeal from decision of Employment Tribunal / Certification officer - Respondent's answer,HMCTS,Form,English,07/2013,t445-eng.pdf,PDF,Formfinder,Employment Appeal Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,T450,Standard application for a Gender Recognition Certificate,HMCTS,Form,English,11/2016,t450-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""t455"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,T450,Cais am Dystysgrif Cydnabod Rhyw,HMCTS,Form,Welsh,06/2016,t450-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,"c(""t455"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,T451,Guidance on completing the application form for a Gender Recognition Certificate,HMCTS,Guidance,English,06/2016,t451-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,T451,Canllawiau ynghylch llenwi'r ffurflen gais am Dystysgrif Cydnabod Rhyw,HMCTS,Guidance,Welsh,06/2016,t451-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,T452,Guidelines for registered medical practitioners and registered psychologists. To facilitate completion of the Medical Report Proforma for Gender Recognition,HMCTS,Guidance,English,10/2014,t452-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,T453,Application for a Gender Recognition Certificate (Overseas legal recognition application) (Gender Recognition Act 2004),HMCTS,Form,English,11/2016,t453-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,T453,Cais am Dystysgrif Cydnabod Rhyw (Cais am Gydnabyddiaeth Gyfreithiol Dramor),HMCTS,Form,Welsh,06/2016,t453-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,T454,Guidance on completing the overseas application form for a Gender Recognition Certificate,HMCTS,Guidance,English,06/2016,t454-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,T454,Canllawiau ynghylch llenwi'r ffurflen gais Dramor am Dystysgrif Cydnabod Rhyw,HMCTS,Guidance,Welsh,06/2016,t454-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,T455,The general guide for all users (Gender Recognition Act 2004),HMCTS,Leaflet,English,04/2016,t455-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,T464,Alternative application for a Gender Recognition Certificate,HMCTS,Form,English,11/2016,t464-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""t455"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,T464,Cais Amgen am Dystysgrif Cydnabod Rhyw,HMCTS,Form,Welsh,06/2016,t464-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,T465,Guidance on completing the alternative application form for a Gender Recognition Certificate,HMCTS,Guidance,English,06/2016,t465-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,T465,Canllawiau ynghylch Llenwi'r Ffurflen Gais Amgen am Dystysgrif Cydnabod Rhyw,HMCTS,Guidance,Welsh,06/2016,t465-cym.pdf,PDF,Formfinder,Panel Cydnabod Rhyw,NA,NA,"c(""t466"", ""t467"", ""t468"", ""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,T466,Statutory declaration for applicants who are married,HMCTS,Form,English,10/2014,t466-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,T467,Statutory declaration for single Applicants,HMCTS,Form,English,10/2014,t467-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,T468,Statutory declaration for applicants in a civil partnership,HMCTS,Form,English,10/2014,t468-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,T469,Statutory declaration for the spouse of an applicant for gender recognition,HMCTS,Form,English,10/2014,t469-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,T470,Guide for people making an appeal (Gangmasters licensing appeals),HMCTS,Guidance,English,08/2017,t470-eng.pdf,PDF,Formfinder,Gangmasters,NA,NA,gmappeal-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,T480,Judicial review claim form,HMCTS,Form,English,08/2016,t480-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,t483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,T480,Adolygiad Barnwrol - Ffurflen Hawlio,HMCTS,Form,Welsh,06/2016,t480-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,t483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,T481 Nodiadau,Nodiadau cyfarwyddyd ar gyfer llenwi ffurflen hawlio'r Adolygiad Barnwrol,HMCTS,Notes,Welsh,08/2013,t481-nodiadau-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,n461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,T481 Notes,Upper Tribunal - Immigration and Asylum Chamber. Guidance notes on completing the UTIAC judicial review claim form,HMCTS,Guidance,English,08/2015,t481-notes-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,"c(""t485"", ""t484"", ""n461"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,T482,"Judicial review, acknowledgment of service",HMCTS,Form,English,08/2016,t482-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,T482,Adolygiad Barnwrol - Cydnabyddiad Cyflwyno,HMCTS,Form,Welsh,08/2016,t482-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,T483,UTIAC Judicial Review. Application for urgent consideration,HMCTS,Form,English,11/2013,t483-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,t480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,T483,Adolygiad Barnwrol - Cais am ystyriaeth frys,HMCTS,Form,Welsh,08/2013,t483-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,t480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,T484,Application notice (Upper Tribunal Immigration and Asylum Chamber),HMCTS,Form,English,06/2016,t484-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,T484,Hysbysiad cyflwyno cais (Uwch Dribiwnlys Y Siambr Mewnfudo a Lloches),HMCTS,Form,Welsh,06/2016,t484-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,T485,Statement under Upper Tribunal Rule 28A (2)(b),HMCTS,Form,English,05/2017,t485-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,T485,Datganiad o dan Reol 28A (2)(b) yr Uwch Dribiwnlys,HMCTS,Form,Welsh,08/2016,t485-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,T486,Notice of change of solicitor,HMCTS,Form,English,08/2013,t486-eng.pdf,PDF,Formfinder,Immigration and Asylum Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,T486,Rhybudd newid cyfreithiwr,HMCTS,Form,Welsh,08/2013,t486-cym.pdf,PDF,Formfinder,Siambr Mewnfudo a Lloches (Uwch Dribiwnlys),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,T490,Gender Recognition Panel application process flowchart,HMCTS,Leaflet,English,07/2014,t490-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,T491,Table of Gender Recognition Schemes in Countries and Territories,HMCTS,Leaflet,English,06/2011,t491-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,no.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,T492,Additonal Guidance Issued by the President on the GRA's Medical Requirements,HMCTS,Guidance,English,12/2005,t492-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,forma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,T493,List of specialists in the field of gender dysphoria,HMCTS,Leaflet,English,08/2017,t493-eng.pdf,PDF,Formfinder,Gender Recognition Panel,NA,NA,"c(""pl2"", ""ch42"", ""cb2"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,T495,Immigration and Appeals Tribunal fees guidance,HMCTS,Guidance,English,06/2017,t495-eng.pdf,PDF,Formfinder,Fees and Help with Fees,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,T496,Guide to loss of earnings and special expenses,HMCTS,Guidance,English,08/2010,t496-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,T497,Criminal Injuries Compensation (Your appeal),HMCTS,Leaflet,English,07/2014,t497-eng.pdf,PDF,Formfinder,Criminal Injuries Compensation,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,T499,The War Pensions and Armed Forces Compensation Chamber Short Guide,HMCTS,Guidance,English,04/2011,t499-eng.pdf,PDF,Formfinder,War Pensions and Armed Forces Compensation Chamber,NA,NA,ex4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,T53,Fee guidance notes for individuals,HMCTS,Guidance,English,10/2015,t53-eng.pdf,PDF,Formfinder,General Regulatory Chamber (First-tier Tribunal),NA,NA,"c(""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,T540,"Guidance on rent cases, general information about the process",HMCTS,Guidance,English,01/2017,t540-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t545"", ""t544"", ""t541"", ""t542"", ""t543"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,T541,"Guidance on service charges, administration charges and other management matters. General information about the process",HMCTS,Guidance,English,01/2017,t541-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t545"", ""t544"", ""t542"", ""t543"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,T542,Guidance on enfranchisement. General information about the process,HMCTS,Guidance,English,01/2017,t542-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t545"", ""t544"", ""t541"", ""t540"", ""t543"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,T543,Guidance on Housing Act 2004 and Housing and Planning Act 2016 Cases. General information about the process,HMCTS,Guidance,English,04/2017,t543-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t545"", ""t544"", ""t541"", ""t542"", ""t540"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,T544,Guidance on park homes and sites cases. General information about the process,HMCTS,Guidance,English,01/2017,t544-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t545"", ""t541"", ""t542"", ""t540"", ""t543"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,T545,Guidance on recognition of Tenants' Association. General information about the process,HMCTS,Guidance,English,01/2017,t545-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t546"", ""t544"", ""t541"", ""t542"", ""t540"", ""t543"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,T546,Guidance on right to buy cases. General information about the process,HMCTS,Guidance,English,01/2017,t546-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,"c(""t609"", ""t545"", ""t544"", ""t541"", ""t542"", ""t540"", ""t543"", ""ex160a"", ""ex160"", ""cb1"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,T547,A guide to what costs fees and expenses may be recoverable in the First-Tier Tribunal (Property Chamber) (Residential Property),HMCTS,Leaflet,English,04/2017,t547-eng.pdf,PDF,Formfinder,Residential Property (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,T601,"Notice of Appeal against a decision of the First-tier Tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",HMCTS,Form,English,01/2016,t601-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,"c(""t602"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,T602,"Application for permission to appeal against a decision of the First-tier Tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",HMCTS,Form,English,01/2016,t602-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,t601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,T603,"Respondent's notice to an appeal against a decision of the first-tier tribunal (Property Chamber) in England, or a Leasehold Valuation or Residential Property Tribunal in Wales",HMCTS,Form,English,01/2016,t603-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,T604,"Explanatory leaflet for compulsory purchase compensation, land compensation disputes and other references",HMCTS,Leaflet,English,01/2016,t604-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,ex160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,T605,"Explanatory leaflet for appeals against decisions of the First-tier Tribunal (Property Chamber) in England, and Leasehold Valuation and Residential Property Tribunals in Wales",HMCTS,Leaflet,English,01/2016,t605-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,ex160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,T606,Explanatory leaflet for appeals against decisions of the Valuation Tribunal for England and the Valuation Tribunal for Wales,HMCTS,Leaflet,English,01/2016,t606-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,ex160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,T607,Explanatory leaflet for applications for rights of light certificates,HMCTS,Leaflet,English,01/2016,t607-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,"c(""form-a"", ""form a"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,T608,Explanatory leaflet for applications to discharge or modify restrictive covenants,HMCTS,Leaflet,English,01/2016,t608-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,"c(""t381"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,T609,Appeals from decisions made by the First-Tier Tribunal (Property Chamber) in Residential Property and Agricultural Land and Drainage Cases,HMCTS,Leaflet,English,09/2014,t609-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,T610,The War Pensions and Armed Forces Compensation FAQ,HMCTS,Leaflet,English,10/2008,t610-eng.pdf,PDF,Formfinder,War Pensions and Armed Forces Compensation Chamber,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,T611,Judicial mediation - Scotland,HMCTS,Leaflet,English,07/2014,t611-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,T612,Judicial mediation - England and Wales,HMCTS,Leaflet,English,07/2014,t612-eng.pdf,PDF,Formfinder,Employment Tribunal,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,T613,UTIAC fees (from 22 April 2014),HMCTS,Leaflet,English,04/2014,t613-eng.pdf,PDF,Formfinder,Fees and Help with Fees,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,T614,Procedure flowchart for appeals from The First-tier Tribunal (Property Chamber) in England and the Leasehold Valuation and Residential Property Tribunals in Wales,HMCTS,Leaflet,English,01/2016,t614-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,T615,Procedure flowchart for rating appeals,HMCTS,Leaflet,English,01/2016,t615-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,T616,Procedure flowchart for claims for compensation for the compulsory purchase of land and other claims for land compensation,HMCTS,Leaflet,English,01/2016,t616-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,T617,Procedure flowchart for applications to discharge or modify restrictive covenants affecting land,HMCTS,Leaflet,English,01/2016,t617-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,forma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,T618,Upper Tribunal (Lands Chamber) flowchart - Detailed assessment of costs,HMCTS,Leaflet,English,11/2010,t618-eng.pdf,PDF,Formfinder,Lands Chamber (Upper Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,T619,Notice of Appeal to the Special Immigration Appeal Commission,HMCTS,Form,English,03/2015,t619-eng.doc,DOC,Formfinder,Special Immigration Appeals Commission,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,T619A,Guidance notes for completion of SIAC appeal form,HMCTS,Guidance,English,07/2015,t619a-eng.pdf,PDF,Formfinder,Special Immigration Appeals Commission,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,T621,Application to be released on SIAC bail (SIAC B1),HMCTS,Form,English,07/2015,t621-eng.pdf,PDF,Formfinder,Special Immigration Appeals Commission,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,T622,Bail Variation Request Form (SIAC B2),HMCTS,Form,English,07/2015,t622-eng.pdf,PDF,Formfinder,Special Immigration Appeals Commission,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,T94,Appealing to the First-tier Tribunal (Transport),HMCTS,Leaflet,English,08/2014,t94-eng.pdf,PDF,Formfinder,Transport (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,T95,Guidance notes on completing the First-tier General Regulatory Chamber application for permission to appeal to the Upper Tribunal,HMCTS,Guidance,English,07/2012,t95-eng.pdf,PDF,Formfinder,General Regulatory Chamber (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,T96,Application for permission to appeal to the Upper Tribunal.  First-tier Tribunal (General Regulatory Chamber),HMCTS,Form,English,07/2012,t96-eng.doc,DOC,Formfinder,General Regulatory Chamber (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,T97,Guide to completing the notice of appeal (General Regulatory Chamber (GRC)),HMCTS,Guidance,English,09/2016,t97-eng.pdf,PDF,Formfinder,General Regulatory Chamber (First-tier Tribunal),NA,NA,"c(""ex160a"", ""ex160"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,T98,Notice of appeal (General Regulatory Chamber (GRC)),HMCTS,Form,English,09/2016,t98-eng.doc,DOC,Formfinder,General Regulatory Chamber (First-tier Tribunal),NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
